#	########################################
#	##### Peptide Assembling #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./filtered.psm.txt
#	
#	pep{Run1} = ./filtered.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 1
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 28
#	Target_Proteins_Before_Filtering = 3867
#	Total_Proteins_Before_Filtering = 3895
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 25
#	Target_Proteins_After_Filtering = 2839
#	Total_Proteins_After_Filtering = 2864
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.00873
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
merged|6551_1	2	2	2	2	2.0	2.0	N/A	T
merged|6582_22	1	1	1	1	1.0	1.0	N/A	T
merged|6587_6	1	4	1	4	1.3333333333333333	1.33	N/A	T
merged|6614_1	1	1	1	1	1.0	1.0	N/A	T
merged|6622_8	1	2	1	2	1.0	1.0	N/A	T
merged|6794_11	1	1	1	1	1.0	1.0	N/A	T
merged|6847_1	1	1	1	1	1.0	1.0	N/A	T
merged|6867_5	1	1	1	1	1.0	1.0	N/A	T
merged|6876_13	1	1	1	1	1.0	1.0	N/A	T
merged|6938_5	1	1	1	1	1.0	1.0	N/A	T
merged|6953_1	1	1	1	1	1.0	1.0	N/A	T
merged|6989_2	1	1	1	1	1.0	1.0	N/A	T
merged|7004_2	2	3	2	4	1.3333333333333333	1.33	N/A	T
merged|7024_1	2	2	2	2	2.0	2.0	N/A	T
merged|7041_3	4	4	4	4	4.0	4.0	N/A	T
merged|7057_1	1	1	1	1	1.0	1.0	N/A	T
merged|7085_23	1	1	1	1	1.0	1.0	N/A	T
merged|7135_24	1	1	1	1	1.0	1.0	N/A	T
merged|7168_38	1	2	1	2	1.0	1.0	N/A	T
merged|7184_18	2	2	2	2	2.0	2.0	N/A	T
merged|7192_6	1	1	1	1	1.0	1.0	N/A	T
merged|7193_1	1	6	1	9	4.5	4.5	N/A	T
merged|7195_8	2	2	2	2	2.0	2.0	N/A	T
merged|7195_9	4	4	4	4	4.0	4.0	N/A	T
merged|7198_19	1	1	1	1	1.0	1.0	N/A	T
merged|7203_18	1	1	1	1	1.0	1.0	N/A	T
merged|7203_3	2	5	2	5	1.25	1.25	N/A	T
merged|7208_19	1	4	1	4	0.8	0.8	N/A	T
merged|7211_53	2	2	2	2	2.0	2.0	N/A	T
merged|7213_59	1	1	1	1	1.0	1.0	N/A	T
merged|7214_32	2	2	2	2	2.0	2.0	N/A	T
merged|7219_53	3	18	3	18	0.8181818181818182	0.82	N/A	T
merged|7219_58	3	8	4	10	0.7142857142857143	0.71	N/A	T
merged|7219_62	1	1	1	1	1.0	1.0	N/A	T
merged|7219_63	2	2	2	2	2.0	2.0	N/A	T
merged|7219_87	2	6	2	6	0.75	0.75	N/A	T
merged|7219_94	2	8	2	14	7.0	7.0	N/A	T
merged|7219_97	1	5	1	5	1.25	1.25	N/A	T
merged|7224_48	2	6	2	6	0.46153846153846156	0.46	N/A	T
merged|7228_32	2	4	2	4	0.4444444444444444	0.44	N/A	T
merged|7228_36	1	3	1	3	1.5	1.5	N/A	T
merged|7228_37	1	1	1	1	1.0	1.0	N/A	T
merged|7232_16	1	1	1	1	1.0	1.0	N/A	T
merged|7232_19	1	1	1	1	1.0	1.0	N/A	T
merged|7233_19	1	2	1	2	1.0	1.0	N/A	T
merged|7233_34	1	1	1	1	1.0	1.0	N/A	T
merged|7233_6	14	14	42	42	42.0	42.0	N/A	T
merged|7234_141	1	1	1	1	1.0	1.0	N/A	T
merged|7234_150	2	2	2	2	2.0	2.0	N/A	T
merged|7234_154	1	1	1	1	1.0	1.0	N/A	T
merged|7234_161	1	1	1	1	1.0	1.0	N/A	T
merged|7239_11	1	1	1	1	1.0	1.0	N/A	T
merged|7243_178	1	1	1	1	1.0	1.0	N/A	T
merged|7243_47	1	1	1	1	1.0	1.0	N/A	T
merged|7243_60	1	1	1	1	1.0	1.0	N/A	T
merged|7244_28	1	1	1	1	1.0	1.0	N/A	T
merged|7244_32	1	1	1	1	1.0	1.0	N/A	T
merged|7244_52	2	2	2	2	2.0	2.0	N/A	T
merged|7250_169	1	1	1	1	1.0	1.0	N/A	T
merged|7250_215	2	7	2	7	0.5384615384615384	0.54	N/A	T
merged|7250_218	1	2	1	2	1.0	1.0	N/A	T
merged|7250_66	1	2	1	2	0.5	0.5	N/A	T
merged|7258_8	1	1	1	1	1.0	1.0	N/A	T
merged|7345_25	3	3	3	3	3.0	3.0	N/A	T
merged|7345_77	1	1	1	1	1.0	1.0	N/A	T
merged|7411_10	1	1	1	1	1.0	1.0	N/A	T
merged|7461_2	1	1	1	1	1.0	1.0	N/A	T
merged|7570_7	1	1	1	1	1.0	1.0	N/A	T
merged|7630_1	1	1	1	1	1.0	1.0	N/A	T
merged|763_10	2	2	2	2	2.0	2.0	N/A	T
merged|7665_2	1	1	1	1	1.0	1.0	N/A	T
merged|7696_4	1	1	1	1	1.0	1.0	N/A	T
merged|76_33	1	1	1	1	1.0	1.0	N/A	T
merged|770_1	3	3	3	3	3.0	3.0	N/A	T
merged|7719_12	4	4	4	4	4.0	4.0	N/A	T
merged|7719_15	3	6	3	6	3.0	3.0	N/A	T
merged|7719_16	1	2	1	2	1.0	1.0	N/A	T
merged|7719_8	2	2	2	2	2.0	2.0	N/A	T
merged|7725_4	1	1	1	1	1.0	1.0	N/A	T
merged|7802_2	1	1	1	1	1.0	1.0	N/A	T
merged|7817_22	1	1	1	1	1.0	1.0	N/A	T
merged|7817_27	1	1	1	1	1.0	1.0	N/A	T
merged|7817_34	2	9	2	9	0.15	0.15	N/A	T
merged|7817_35	2	5	2	5	0.5	0.5	N/A	T
merged|7911_3	1	1	1	1	1.0	1.0	N/A	T
merged|8071_74	1	1	1	1	1.0	1.0	N/A	T
merged|8071_77	1	1	1	1	1.0	1.0	N/A	T
merged|8077_15	1	1	1	1	1.0	1.0	N/A	T
merged|8077_27	1	2	1	2	1.0	1.0	N/A	T
merged|8114_3	1	1	1	1	1.0	1.0	N/A	T
merged|828_138	1	3	1	3	1.5	1.5	N/A	T
merged|828_145	2	2	2	2	2.0	2.0	N/A	T
merged|828_168	2	2	2	2	2.0	2.0	N/A	T
merged|828_186	2	4	3	5	1.6666666666666667	1.67	N/A	T
merged|8350_8	2	8	2	10	1.6666666666666667	1.67	N/A	T
merged|83_12	1	1	1	1	1.0	1.0	N/A	T
merged|83_6	6	13	6	15	2.142857142857143	2.14	N/A	T
merged|8535_10	3	3	3	3	3.0	3.0	N/A	T
merged|8559_2	1	3	1	3	0.375	0.38	N/A	T
merged|8663_49	1	1	1	1	1.0	1.0	N/A	T
merged|8742_33	2	2	2	2	2.0	2.0	N/A	T
merged|8742_48	1	1	1	1	1.0	1.0	N/A	T
merged|8786_30	1	1	1	1	1.0	1.0	N/A	T
merged|8951_1	1	1	1	1	1.0	1.0	N/A	T
merged|8956_1	1	1	1	1	1.0	1.0	N/A	T
merged|8998_3	1	2	1	2	1.0	1.0	N/A	T
merged|9009_5	1	3	1	3	0.3	0.3	N/A	T
merged|9017_12	1	1	1	1	1.0	1.0	N/A	T
merged|9017_36	1	1	1	1	1.0	1.0	N/A	T
merged|9372_27	1	2	1	2	1.0	1.0	N/A	T
merged|9391_2	2	2	2	2	2.0	2.0	N/A	T
merged|9392_25	2	5	2	5	1.6666666666666667	1.67	N/A	T
merged|9404_19	1	1	1	1	1.0	1.0	N/A	T
merged|9404_21	15	19	16	25	3.5714285714285716	3.57	N/A	T
merged|9404_22	2	2	2	2	2.0	2.0	N/A	T
merged|9447_18	1	1	1	1	1.0	1.0	N/A	T
merged|9447_43	3	3	4	4	4.0	4.0	N/A	T
merged|9447_68	2	4	2	4	1.0	1.0	N/A	T
merged|9483_2	1	1	1	1	1.0	1.0	N/A	T
merged|9490_14	4	7	4	7	0.7777777777777778	0.78	N/A	T
merged|9490_7	2	6	2	8	0.2	0.2	N/A	T
merged|9490_79	1	1	1	1	1.0	1.0	N/A	T
merged|9501_2	2	3	2	3	0.3333333333333333	0.33	N/A	T
merged|9527_13	2	2	2	2	2.0	2.0	N/A	T
merged|9527_7	1	1	1	1	1.0	1.0	N/A	T
merged|9594_48	1	1	1	1	1.0	1.0	N/A	T
merged|9741_3	1	1	1	1	1.0	1.0	N/A	T
merged|9808_6	3	3	10	10	10.0	10.0	N/A	T
merged|9810_2	1	1	1	1	1.0	1.0	N/A	T
merged|9868_101	1	1	1	1	1.0	1.0	N/A	T
merged|9868_14	1	1	1	1	1.0	1.0	N/A	T
merged|9868_30	2	10	2	11	0.44	0.44	N/A	T
merged|9888_1	2	2	2	2	2.0	2.0	N/A	T
merged|9958_29	3	6	3	6	1.5	1.5	N/A	T
protein|contig-11097000007_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-13739000011_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-166000011_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-19140000004_1	2	2	2	2	2.0	2.0	N/A	T
protein|contig-21225000002_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-25478000005_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-3160000010_1	1	4	1	4	0.4444444444444444	0.44	N/A	T
protein|contig-34729000001_3	1	10	1	23	2.5555555555555554	2.56	N/A	T
protein|contig-3777000003_4	1	1	1	1	1.0	1.0	N/A	T
protein|contig-38921000012_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-39342000012_2	2	4	2	4	1.3333333333333333	1.33	N/A	T
protein|contig-40218000012_1	4	6	5	7	1.1666666666666667	1.17	N/A	T
protein|contig-40801000014_4	1	1	1	1	1.0	1.0	N/A	T
protein|contig-41341000001_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-42263000003_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-43977000001_2	1	1	1	1	1.0	1.0	N/A	T
protein|contig-44762000011_2	1	1	1	1	1.0	1.0	N/A	T
protein|contig-4671000010_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-46896000006_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-47282000007_2	2	2	2	2	2.0	2.0	N/A	T
protein|contig-47734000002_1	2	2	2	2	2.0	2.0	N/A	T
protein|contig-48335000008_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-485000014_2	2	2	2	2	2.0	2.0	N/A	T
protein|contig-49680000005_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-53287000008_1	4	4	5	5	5.0	5.0	N/A	T
protein|contig-54220000003_2	1	1	1	1	1.0	1.0	N/A	T
protein|contig-54256000008_1	1	2	1	3	0.6	0.6	N/A	T
protein|contig-5522000008_1	2	4	2	4	1.0	1.0	N/A	T
protein|contig-55713000009_1	1	1	1	1	1.0	1.0	N/A	T
protein|contig-59525000004_1	5	6	7	8	4.0	4.0	N/A	T
protein|contig-61028000008_1	4	4	5	5	5.0	5.0	N/A	T
protein|contig-769000000_1	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|12395_17	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|285_13	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|30813_22	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|31011_2	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|3430_5	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|34585_18	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|36228_1	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|37341_4	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|7224_32	1	1	1	1	1.0	1.0	N/A	T
shuffle_merged|9270_28	1	1	1	1	1.0	1.0	N/A	T
shuffle_t0|contig-128000007_4	1	1	1	1	1.0	1.0	N/A	T
shuffle_t0|contig-2221000008_1	1	1	1	1	1.0	1.0	N/A	T
shuffle_t0|contig-53403000010_4	1	1	1	1	1.0	1.0	N/A	T
shuffle_t0|contig-580000006_4	1	1	1	1	1.0	1.0	N/A	T
starch|contig-25608000009_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-0_5	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1000008_5	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10007000005_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-100166000015_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10056000008_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-100769000002_1	2	2	2	2	2.0	2.0	N/A	T
t0|contig-100818000007_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-101000010_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1011000011_1	1	2	1	2	0.6666666666666666	0.67	N/A	T
t0|contig-10127000006_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-101955000005_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10198000003_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-1020000003_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-102048000015_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-102343000015_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-102366000000_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-102621000001_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-103108000010_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-103720000003_1	1	2	1	2	0.3333333333333333	0.33	N/A	T
t0|contig-103827000007_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-104154000012_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-104210000006_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10475000005_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10525000003_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10563000004_7	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1058000006_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1058000006_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-105909000003_6	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10626000007_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-106625000003_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1068000013_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10727000012_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-10737000001_6	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10738000002_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-107458000003_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10770000009_3	1	3	1	3	1.5	1.5	N/A	T
t0|contig-107725000011_2	2	3	2	3	1.5	1.5	N/A	T
t0|contig-108202000014_1	2	3	2	3	0.6	0.6	N/A	T
t0|contig-108315000000_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10833000009_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10992000012_4	1	1	1	1	1.0	1.0	N/A	T
t0|contig-10_6	2	2	2	2	2.0	2.0	N/A	T
t0|contig-11000000000_2	1	2	1	2	1.0	1.0	N/A	T
t0|contig-110188000011_1	6	6	6	6	6.0	6.0	N/A	T
t0|contig-110453000005_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-110490000012_5	1	1	1	1	1.0	1.0	N/A	T
t0|contig-110765000009_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-110827000000_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-11098000012_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-111289000014_2	1	3	1	3	0.75	0.75	N/A	T
t0|contig-111515000014_1	7	7	13	13	13.0	13.0	N/A	T
t0|contig-111826000002_1	2	4	2	4	1.0	1.0	N/A	T
t0|contig-112379000015_1	5	5	6	6	6.0	6.0	N/A	T
t0|contig-112686000004_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-112820000012_7	1	1	1	1	1.0	1.0	N/A	T
t0|contig-112886000015_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-113690000012_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-113712000001_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-114000009_5	1	2	1	2	1.0	1.0	N/A	T
t0|contig-11428000007_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-114514000011_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-114705000013_1	2	2	2	2	2.0	2.0	N/A	T
t0|contig-115000011_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11505000014_2	3	3	3	3	3.0	3.0	N/A	T
t0|contig-115322000008_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11550000001_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-115690000014_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1158000007_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-115973000006_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-116055000014_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11626000010_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11653000003_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1167000011_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11698000000_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11776000005_21	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11776000005_22	1	1	1	1	1.0	1.0	N/A	T
t0|contig-11794000008_2	1	2	1	2	1.0	1.0	N/A	T
t0|contig-118855000000_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-119226000014_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-119899000015_2	1	2	1	2	0.6666666666666666	0.67	N/A	T
t0|contig-1203000005_1	3	3	3	3	3.0	3.0	N/A	T
t0|contig-120879000013_1	3	4	3	4	2.0	2.0	N/A	T
t0|contig-12096000007_1	1	2	1	2	0.5	0.5	N/A	T
t0|contig-1212000002_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-121425000013_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-12220000012_1	1	2	1	2	1.0	1.0	N/A	T
t0|contig-122282000009_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-122585000006_3	2	3	2	3	1.5	1.5	N/A	T
t0|contig-123072000012_1	3	12	3	16	1.2307692307692308	1.23	N/A	T
t0|contig-123174000012_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-123215000009_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1233000007_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-12341000014_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-123499000002_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-124176000005_4	3	3	3	3	3.0	3.0	N/A	T
t0|contig-124176000005_5	1	1	1	1	1.0	1.0	N/A	T
t0|contig-12430000003_8	1	1	1	1	1.0	1.0	N/A	T
t0|contig-124705000001_3	2	4	2	5	0.2631578947368421	0.26	N/A	T
t0|contig-124774000002_4	3	3	3	3	3.0	3.0	N/A	T
t0|contig-125000001_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-125000005_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-125132000003_1	1	4	1	6	0.14634146341463414	0.15	N/A	T
t0|contig-1254000005_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1255000015_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-126451000006_1	1	2	1	2	0.6666666666666666	0.67	N/A	T
t0|contig-1271000010_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-12746000001_3	1	3	1	3	0.75	0.75	N/A	T
t0|contig-127463000006_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-12795000009_5	1	1	1	1	1.0	1.0	N/A	T
t0|contig-127954000013_1	4	4	4	4	4.0	4.0	N/A	T
t0|contig-12800000001_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1281000002_1	1	2	1	2	1.0	1.0	N/A	T
t0|contig-128166000014_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128216000006_14	1	6	1	6	0.10909090909090909	0.11	N/A	T
t0|contig-128216000006_6	1	4	1	6	0.5	0.5	N/A	T
t0|contig-128219000006_6	4	9	4	9	3.0	3.0	N/A	T
t0|contig-128219000006_7	2	4	2	4	2.0	2.0	N/A	T
t0|contig-128305000013_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128346000013_17	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128346000013_4	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128367000009_24	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128372000002_4	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128375000013_5	2	2	2	2	2.0	2.0	N/A	T
t0|contig-128378000012_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128381000002_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128384000009_22	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128386000002_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128387000012_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128419000002_6	3	13	3	14	2.8	2.8	N/A	T
t0|contig-128422000002_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128608000001_3	2	2	2	2	2.0	2.0	N/A	T
t0|contig-128614000001_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128636000001_13	2	4	2	5	1.6666666666666667	1.67	N/A	T
t0|contig-128689000011_2	1	5	1	7	3.5	3.5	N/A	T
t0|contig-128737000011_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128787000008_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128787000008_8	2	2	2	2	2.0	2.0	N/A	T
t0|contig-128792000008_1	2	13	2	30	3.0	3.0	N/A	T
t0|contig-128800000008_7	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128800000010_4	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128816000010_10	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128845000008_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128861000010_5	1	2	1	2	1.0	1.0	N/A	T
t0|contig-128868000008_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128901000007_2	1	2	1	2	0.5	0.5	N/A	T
t0|contig-128916000003_6	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128936000008_3	1	1	1	1	1.0	1.0	N/A	T
t0|contig-128937000007_8	5	8	5	10	0.24390243902439024	0.24	N/A	T
t0|contig-128941000007_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129048000007_7	2	3	2	3	1.5	1.5	N/A	T
t0|contig-129064000014_3	2	2	2	2	2.0	2.0	N/A	T
t0|contig-129077000007_54	3	3	3	3	3.0	3.0	N/A	T
t0|contig-129077000007_55	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129085000014_8	3	4	4	5	2.5	2.5	N/A	T
t0|contig-129118000014_1	1	4	1	5	0.5555555555555556	0.56	N/A	T
t0|contig-129118000014_7	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129200000014_6	5	5	5	5	5.0	5.0	N/A	T
t0|contig-129200000014_7	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129204000014_11	1	3	1	3	0.75	0.75	N/A	T
t0|contig-129204000014_29	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129204000014_35	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129207000004_6	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129207000004_8	2	4	2	5	1.6666666666666667	1.67	N/A	T
t0|contig-129213000004_6	1	3	1	3	0.75	0.75	N/A	T
t0|contig-129215000004_6	2	2	2	2	2.0	2.0	N/A	T
t0|contig-129242000014_7	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129243000004_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129243000004_2	3	3	3	3	3.0	3.0	N/A	T
t0|contig-129244000014_2	1	2	1	2	1.0	1.0	N/A	T
t0|contig-129245000004_11	2	2	2	2	2.0	2.0	N/A	T
t0|contig-129248000004_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-129266000014_7	1	1	1	1	1.0	1.0	N/A	T
t0|contig-12_18	1	1	1	1	1.0	1.0	N/A	T
t0|contig-12_22	1	1	1	1	1.0	1.0	N/A	T
t0|contig-13000005_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-132000012_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1338000000_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-13391000011_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-13414000007_5	1	1	1	1	1.0	1.0	N/A	T
t0|contig-13549000006_1	2	2	2	2	2.0	2.0	N/A	T
t0|contig-13647000014_1	1	3	1	4	0.2857142857142857	0.29	N/A	T
t0|contig-14177000009_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-14335000006_4	1	1	1	1	1.0	1.0	N/A	T
t0|contig-14399000012_1	2	2	2	2	2.0	2.0	N/A	T
t0|contig-14459000003_1	2	2	2	2	2.0	2.0	N/A	T
t0|contig-14465000012_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-14603000013_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-14613000000_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-14696000001_1	2	2	5	5	5.0	5.0	N/A	T
t0|contig-14737000012_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-14738000015_5	2	2	2	2	2.0	2.0	N/A	T
t0|contig-14763000003_1	1	3	1	3	1.5	1.5	N/A	T
t0|contig-14923000007_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-1509000006_3	1	2	1	2	1.0	1.0	N/A	T
t0|contig-1514000007_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-15189000006_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-1538000015_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-15483000012_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-15755000009_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-15844000000_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-15968000007_2	2	2	2	2	2.0	2.0	N/A	T
t0|contig-15968000007_3	2	9	2	9	2.25	2.25	N/A	T
t0|contig-16123000013_2	3	3	3	3	3.0	3.0	N/A	T
t0|contig-1622000009_1	1	1	1	1	1.0	1.0	N/A	T
t0|contig-16356000015_5	2	2	2	2	2.0	2.0	N/A	T
t0|contig-1645000003_4	2	2	2	2	2.0	2.0	N/A	T
t0|contig-1649000010_2	1	1	1	1	1.0	1.0	N/A	T
t0|contig-16555000013_1	2	11	2	28	2.8	2.8	N/A	T
